,episode,steps,meanepreward,meaneplen,#parallel_run
233,233,1216800,-941.410801707966,200.0,0
234,234,1222000,-881.749351085297,200.0,0
235,235,1227200,-889.4161795965465,200.0,0
236,236,1232400,-888.3195719206149,200.0,0
237,237,1237600,-916.2298598826577,200.0,0
238,238,1242800,-843.9909886542481,200.0,0
239,239,1248000,-889.4366672143478,200.0,0
240,240,1253200,-847.2156182659787,200.0,0
241,241,1258400,-813.1555371887118,200.0,0
242,242,1263600,-906.4411352660795,200.0,0
243,243,1268800,-833.3653843228186,200.0,0
244,244,1274000,-879.804379643944,200.0,0
245,245,1279200,-938.8606055899423,200.0,0
246,246,1284400,-892.3755013257517,200.0,0
247,247,1289600,-821.4247775977087,200.0,0
248,248,1294800,-885.2107531486292,200.0,0
249,249,1300000,-903.3488595092066,200.0,0
250,250,1305200,-936.861592781022,200.0,0
251,251,1310400,-868.3386547954176,200.0,0
252,252,1315600,-865.2160322488887,200.0,0
253,253,1320800,-844.2786027694124,200.0,0
254,254,1326000,-870.9959543919459,200.0,0
255,255,1331200,-917.6898837948328,200.0,0
256,256,1336400,-794.7969827006093,200.0,0
257,257,1341600,-1030.7155818670428,200.0,0
258,258,1346800,-985.0554518339925,200.0,0
259,259,1352000,-1041.73082690487,200.0,0
260,260,1357200,-1055.885345690754,200.0,0
261,261,1362400,-1031.6529528019312,200.0,0
262,262,1367600,-968.5376894371659,200.0,0
263,263,1372800,-1051.5053125654167,200.0,0
264,264,1378000,-1013.3111491951815,200.0,0
265,265,1383200,-1021.4916837210748,200.0,0
266,266,1388400,-1005.8415314899632,200.0,0
267,267,1393600,-1023.8759504124126,200.0,0
268,268,1398800,-964.007980687813,200.0,0
269,269,1404000,-942.9918138725296,200.0,0
270,270,1409200,-989.7351844462931,200.0,0
271,271,1414400,-1028.4027633835099,200.0,0
272,272,1419600,-1015.7239458761159,200.0,0
273,273,1424800,-956.1271313168376,200.0,0
274,274,1430000,-1015.6024767465874,200.0,0
275,275,1435200,-897.08476661488,200.0,0
276,276,1440400,-903.1894054990577,200.0,0
277,277,1445600,-1006.9352853663561,200.0,0
278,278,1450800,-953.6732278691301,200.0,0
279,279,1456000,-1026.0047704353753,200.0,0
280,280,1461200,-936.0183245678501,200.0,0
281,281,1466400,-931.1476028625875,200.0,0
282,282,1471600,-864.1556872627799,200.0,0
283,283,1476800,-895.1989418267563,200.0,0
284,284,1482000,-993.1527365622534,200.0,0
285,285,1487200,-847.4947558513809,200.0,0
286,286,1492400,-1012.5512685166309,200.0,0
287,287,1497600,-933.0754936873552,200.0,0
288,288,1502800,-934.0070859690518,200.0,0
289,289,1508000,-922.2105172266965,200.0,0
290,290,1513200,-892.3228233980882,200.0,0
291,291,1518400,-927.7073451547185,200.0,0
292,292,1523600,-903.6407684871707,200.0,0
293,293,1528800,-874.5760669131008,200.0,0
294,294,1534000,-888.2080837566058,200.0,0
295,295,1539200,-885.4908264764379,200.0,0
296,296,1544400,-827.1576710952111,200.0,0
297,297,1549600,-889.9212868904531,200.0,0
298,298,1554800,-880.1020015813835,200.0,0
299,299,1560000,-938.4770221160502,200.0,0
300,300,1565200,-966.0620743771893,200.0,0
301,301,1570400,-869.6042185696284,200.0,0
302,302,1575600,-862.0971727916398,200.0,0
303,303,1580800,-947.330202135218,200.0,0
304,304,1586000,-792.775703410046,200.0,0
305,305,1591200,-844.3228483973105,200.0,0
306,306,1596400,-855.7668576814018,200.0,0
307,307,1601600,-952.7366583689247,200.0,0
308,308,1606800,-923.1853036131039,200.0,0
309,309,1612000,-918.1456607727458,200.0,0
310,310,1617200,-941.7626857984303,200.0,0
311,311,1622400,-919.4703263238898,200.0,0
312,312,1627600,-911.5716546384393,200.0,0
313,313,1632800,-900.4945994506345,200.0,0
314,314,1638000,-954.5301649673436,200.0,0
315,315,1643200,-968.11164283068,200.0,0
316,316,1648400,-870.5114733415235,200.0,0
317,317,1653600,-986.3354499316484,200.0,0
318,318,1658800,-1024.5743854514262,200.0,0
319,319,1664000,-934.3333993161414,200.0,0
320,320,1669200,-978.7155362042989,200.0,0
321,321,1674400,-934.5991237743257,200.0,0
322,322,1679600,-853.8251657578597,200.0,0
323,323,1684800,-881.6471508540061,200.0,0
324,324,1690000,-1005.3893844888337,200.0,0
325,325,1695200,-857.0467298716055,200.0,0
326,326,1700400,-863.0223313868842,200.0,0
327,327,1705600,-849.3877087430029,200.0,0
328,328,1710800,-901.6769994945188,200.0,0
329,329,1716000,-856.5629228017722,200.0,0
330,330,1721200,-889.0535130729145,200.0,0
331,331,1726400,-835.4564171782501,200.0,0
332,332,1731600,-846.0949797519189,200.0,0
333,333,1736800,-915.951283936615,200.0,0
334,334,1742000,-848.8965426859083,200.0,0
335,335,1747200,-884.1553624382443,200.0,0
336,336,1752400,-904.2955495571896,200.0,0
337,337,1757600,-838.6278045132444,200.0,0
338,338,1762800,-905.3980057333533,200.0,0
339,339,1768000,-894.1009055745618,200.0,0
340,340,1773200,-783.7957315239025,200.0,0
341,341,1778400,-832.1102831437936,200.0,0
342,342,1783600,-864.1712269509148,200.0,0
343,343,1788800,-1008.2934538776792,200.0,0
344,344,1794000,-835.360520980119,200.0,0
345,345,1799200,-930.5178129814582,200.0,0
346,346,1804400,-877.6673086689271,200.0,0
347,347,1809600,-892.3168429215887,200.0,0
348,348,1814800,-886.5161634943482,200.0,0
349,349,1820000,-835.5086516033737,200.0,0
350,350,1825200,-865.5142661898745,200.0,0
351,351,1830400,-923.0788757115292,200.0,0
352,352,1835600,-895.7972208112321,200.0,0
353,353,1840800,-887.0717002491922,200.0,0
354,354,1846000,-847.7697402249855,200.0,0
355,355,1851200,-850.9028012532417,200.0,0
356,356,1856400,-896.6505430943957,200.0,0
357,357,1861600,-892.7708569551123,200.0,0
358,358,1866800,-957.9408117737838,200.0,0
359,359,1872000,-981.1097248423509,200.0,0
360,360,1877200,-849.9759662779356,200.0,0
361,361,1882400,-917.3275820032609,200.0,0
362,362,1887600,-1028.957919956956,200.0,0
363,363,1892800,-963.6617218438392,200.0,0
364,364,1898000,-888.6807003498944,200.0,0
365,365,1903200,-932.2755671858323,200.0,0
366,366,1908400,-853.5782469767637,200.0,0
367,367,1913600,-972.6823059206434,200.0,0
368,368,1918800,-889.5606852140457,200.0,0
369,369,1924000,-835.0084384617852,200.0,0
370,370,1929200,-897.235350056226,200.0,0
371,371,1934400,-880.567105684803,200.0,0
372,372,1939600,-926.4388958894971,200.0,0
373,373,1944800,-872.3281631111078,200.0,0
374,374,1950000,-861.2428968939029,200.0,0
375,375,1955200,-841.539523502583,200.0,0
376,376,1960400,-861.9172456215522,200.0,0
377,377,1965600,-799.5394938818027,200.0,0
378,378,1970800,-906.3836189355054,200.0,0
379,379,1976000,-887.0380158031578,200.0,0
380,380,1981200,-906.4116617848172,200.0,0
381,381,1986400,-859.0489460804055,200.0,0
382,382,1991600,-908.8821982672187,200.0,0
383,383,1996800,-862.335527424679,200.0,0
384,384,2002000,-861.4779988328717,200.0,0
385,385,2007200,-945.6010810948926,200.0,0
386,386,2012400,-955.327775532224,200.0,0
387,387,2017600,-982.6282618343128,200.0,0
388,388,2022800,-917.2043476461572,200.0,0
389,389,2028000,-895.7781636093284,200.0,0
390,390,2033200,-905.8961440714227,200.0,0
391,391,2038400,-922.5856572561223,200.0,0
392,392,2043600,-913.7278281158603,200.0,0
393,393,2048800,-837.9406683240613,200.0,0
394,394,2054000,-873.4886366293999,200.0,0
395,395,2059200,-889.7099350108136,200.0,0
396,396,2064400,-899.3741195632348,200.0,0
397,397,2069600,-895.800367745182,200.0,0
398,398,2074800,-899.6586473748793,200.0,0
399,399,2080000,-963.4011447643742,200.0,0
400,400,2085200,-890.8113394505873,200.0,0
401,401,2090400,-921.4200167531927,200.0,0
402,402,2095600,-923.7682326540139,200.0,0
403,403,2100800,-878.6382807599958,200.0,0
404,404,2106000,-1000.7111558381512,200.0,0
405,405,2111200,-918.1724426936955,200.0,0
406,406,2116400,-880.3889966523416,200.0,0
407,407,2121600,-935.3563548562245,200.0,0
408,408,2126800,-946.5218287423978,200.0,0
409,409,2132000,-905.4894217383195,200.0,0
410,410,2137200,-963.8490635746123,200.0,0
411,411,2142400,-898.8857645193306,200.0,0
412,412,2147600,-931.4079485084811,200.0,0
413,413,2152800,-930.3701146529013,200.0,0
414,414,2158000,-921.7602103362528,200.0,0
415,415,2163200,-921.8715983364584,200.0,0
416,416,2168400,-943.0817005060688,200.0,0
417,417,2173600,-902.9569555320921,200.0,0
418,418,2178800,-959.7923343967527,200.0,0
419,419,2184000,-895.7593313561255,200.0,0
420,420,2189200,-943.6363189093886,200.0,0
421,421,2194400,-894.6531849418533,200.0,0
422,422,2199600,-921.431497376329,200.0,0
423,423,2204800,-887.3456422558247,200.0,0
424,424,2210000,-868.5832094230552,200.0,0
425,425,2215200,-913.7445531590583,200.0,0
426,426,2220400,-917.8000839924493,200.0,0
427,427,2225600,-943.2338041863584,200.0,0
428,428,2230800,-961.9028584268087,200.0,0
429,429,2236000,-915.3958096290688,200.0,0
430,430,2241200,-896.332554585464,200.0,0
431,431,2246400,-884.9895714742536,200.0,0
432,432,2251600,-802.4186025924542,200.0,0
433,433,2256800,-886.8392930648968,200.0,0
434,434,2262000,-858.1735217380811,200.0,0
435,435,2267200,-863.4414554994966,200.0,0
436,436,2272400,-840.6150088638649,200.0,0
437,437,2277600,-910.3725504315989,200.0,0
438,438,2282800,-910.1449609153634,200.0,0
439,439,2288000,-941.0350113487408,200.0,0
440,440,2293200,-925.3155571474492,200.0,0
441,441,2298400,-892.2568274369247,200.0,0
442,442,2303600,-870.9530089621323,200.0,0
443,443,2308800,-951.9736288413842,200.0,0
444,444,2314000,-868.9069028475146,200.0,0
445,445,2319200,-938.4607826785237,200.0,0
446,446,2324400,-977.1022071785687,200.0,0
447,447,2329600,-946.0163998779506,200.0,0
448,448,2334800,-978.4666419894336,200.0,0
449,449,2340000,-988.1617210419811,200.0,0
450,450,2345200,-1009.3368130567753,200.0,0
451,451,2350400,-968.5776713643766,200.0,0
452,452,2355600,-1027.2162245005284,200.0,0
453,453,2360800,-971.2106907337958,200.0,0
454,454,2366000,-962.089192235524,200.0,0
455,455,2371200,-1043.1061093006176,200.0,0
456,456,2376400,-959.0835929343092,200.0,0
457,457,2381600,-1004.7359870946331,200.0,0
458,458,2386800,-957.857348033102,200.0,0
459,459,2392000,-920.9349569072541,200.0,0
460,460,2397200,-952.4290837063265,200.0,0
461,461,2402400,-937.3224090435949,200.0,0
462,462,2407600,-941.4532146420067,200.0,0
463,463,2412800,-961.6542024319577,200.0,0
464,464,2418000,-933.8625847598153,200.0,0
465,465,2423200,-977.2156745641524,200.0,0
466,466,2428400,-954.6132899620408,200.0,0
467,467,2433600,-928.22366836955,200.0,0
468,468,2438800,-948.6407099173787,200.0,0
469,469,2444000,-877.0594995869623,200.0,0
470,470,2449200,-920.4710515724848,200.0,0
471,471,2454400,-879.1649911719198,200.0,0
472,472,2459600,-916.7586552447895,200.0,0
473,473,2464800,-913.8288086054313,200.0,0
474,474,2470000,-907.2682665976859,200.0,0
475,475,2475200,-895.3497797029374,200.0,0
476,476,2480400,-921.3841394086788,200.0,0
477,477,2485600,-902.6110404255113,200.0,0
478,478,2490800,-889.2507513320123,200.0,0
479,479,2496000,-942.1231309179228,200.0,0
480,480,2501200,-969.2880614538542,200.0,0
481,481,2506400,-924.5879253470013,200.0,0
482,482,2511600,-913.7626597187617,200.0,0
483,483,2516800,-922.3229936728408,200.0,0
484,484,2522000,-906.9683731133359,200.0,0
485,485,2527200,-888.7420044191788,200.0,0
486,486,2532400,-958.418934411052,200.0,0
487,487,2537600,-896.9584575096264,200.0,0
488,488,2542800,-877.2798025139709,200.0,0
489,489,2548000,-949.7812699244606,200.0,0
490,490,2553200,-886.661819208397,200.0,0
491,491,2558400,-907.283727090531,200.0,0
492,492,2563600,-933.680582737224,200.0,0
493,493,2568800,-914.4723245938551,200.0,0
494,494,2574000,-955.9259949020701,200.0,0
495,495,2579200,-913.7691137581662,200.0,0
496,496,2584400,-913.6028955047216,200.0,0
497,497,2589600,-894.6805367557711,200.0,0
498,498,2594800,-904.0703684339555,200.0,0
499,499,2600000,-933.2479098869476,200.0,0
500,500,2605200,-899.3358948859133,200.0,0
501,501,2610400,-922.6134491612308,200.0,0
502,502,2615600,-886.8982829670554,200.0,0
503,503,2620800,-879.2511934596355,200.0,0
504,504,2626000,-920.0158226310203,200.0,0
505,505,2631200,-922.1776992151216,200.0,0
506,506,2636400,-869.3030273987231,200.0,0
507,507,2641600,-931.5452308101513,200.0,0
508,508,2646800,-954.533421821018,200.0,0
509,509,2652000,-915.6605783657342,200.0,0
510,510,2657200,-935.7423412460364,200.0,0
511,511,2662400,-935.8098209848365,200.0,0
512,512,2667600,-966.3890796705917,200.0,0
513,513,2672800,-907.7907218613819,200.0,0
514,514,2678000,-907.2965166814431,200.0,0
515,515,2683200,-885.3339092045319,200.0,0
516,516,2688400,-933.2273051513065,200.0,0
517,517,2693600,-893.6798315149712,200.0,0
518,518,2698800,-879.9902724579547,200.0,0
519,519,2704000,-899.1464384926458,200.0,0
520,520,2709200,-953.8947837804498,200.0,0
521,521,2714400,-967.4718406679802,200.0,0
522,522,2719600,-936.8135690517272,200.0,0
523,523,2724800,-961.8614222230337,200.0,0
524,524,2730000,-914.9359783866241,200.0,0
525,525,2735200,-925.80646466102,200.0,0
526,526,2740400,-933.1188576944828,200.0,0
527,527,2745600,-904.0043799535031,200.0,0
528,528,2750800,-926.1282689030448,200.0,0
529,529,2756000,-890.7468336218171,200.0,0
530,530,2761200,-914.1393186226204,200.0,0
531,531,2766400,-900.2720003532751,200.0,0
532,532,2771600,-940.4011033192598,200.0,0
533,533,2776800,-881.9269806962707,200.0,0
534,534,2782000,-988.5583720411175,200.0,0
535,535,2787200,-973.6838396852656,200.0,0
536,536,2792400,-950.636205397551,200.0,0
537,537,2797600,-933.9330465737178,200.0,0
538,538,2802800,-916.8625441236981,200.0,0
539,539,2808000,-922.3556015138159,200.0,0
540,540,2813200,-940.6582405153598,200.0,0
541,541,2818400,-907.3877220728131,200.0,0
542,542,2823600,-901.0677287533344,200.0,0
543,543,2828800,-931.1214231993091,200.0,0
544,544,2834000,-945.664094578859,200.0,0
545,545,2839200,-929.4353796522446,200.0,0
546,546,2844400,-903.9881962070738,200.0,0
547,547,2849600,-986.6850949461034,200.0,0
548,548,2854800,-958.1842996498482,200.0,0
549,549,2860000,-943.7802891834175,200.0,0
550,550,2865200,-911.8738571759214,200.0,0
551,551,2870400,-995.4585961368246,200.0,0
552,552,2875600,-994.5756054204604,200.0,0
553,553,2880800,-916.5916573635291,200.0,0
554,554,2886000,-1000.0272557185613,200.0,0
555,555,2891200,-973.7575911985174,200.0,0
556,556,2896400,-969.0759142167076,200.0,0
557,557,2901600,-950.1704851894586,200.0,0
558,558,2906800,-994.5509087453961,200.0,0
559,559,2912000,-975.6830622698827,200.0,0
560,560,2917200,-942.9089239014072,200.0,0
561,561,2922400,-888.2813049999835,200.0,0
562,562,2927600,-921.4468431702048,200.0,0
563,563,2932800,-992.280848368293,200.0,0
564,564,2938000,-914.0773218111005,200.0,0
565,565,2943200,-973.1996842862693,200.0,0
566,566,2948400,-927.4631409148417,200.0,0
567,567,2953600,-979.2002484886834,200.0,0
568,568,2958800,-899.7342812518353,200.0,0
569,569,2964000,-928.1588966265864,200.0,0
570,570,2969200,-908.5386239163753,200.0,0
571,571,2974400,-959.5795755672863,200.0,0
572,572,2979600,-977.2370061761563,200.0,0
573,573,2984800,-945.3926998073536,200.0,0
574,574,2990000,-1002.8224947973529,200.0,0
575,575,2995200,-915.2904563685498,200.0,0
576,576,3000400,-921.2728350888211,200.0,0
577,577,3005600,-944.550519145829,200.0,0
578,578,3010800,-925.307020085599,200.0,0
579,579,3016000,-914.503427884076,200.0,0
580,580,3021200,-985.2976482105526,200.0,0
581,581,3026400,-998.1692501528079,200.0,0
582,582,3031600,-975.2948052242066,200.0,0
583,583,3036800,-879.8475812414916,200.0,0
584,584,3042000,-942.3414205209599,200.0,0
585,585,3047200,-932.1283779761106,200.0,0
586,586,3052400,-960.4801415154905,200.0,0
587,587,3057600,-928.9165647383631,200.0,0
588,588,3062800,-962.8161445410674,200.0,0
589,589,3068000,-939.1806950157256,200.0,0
590,590,3073200,-969.6900893729418,200.0,0
591,591,3078400,-991.8651754124671,200.0,0
592,592,3083600,-968.3297438856298,200.0,0
593,593,3088800,-971.0632445601102,200.0,0
594,594,3094000,-974.1785436933498,200.0,0
595,595,3099200,-883.901654660395,200.0,0
596,596,3104400,-981.8908176972285,200.0,0
597,597,3109600,-945.1266827274987,200.0,0
598,598,3114800,-969.350003733991,200.0,0
599,599,3120000,-941.3696295326013,200.0,0
600,600,3125200,-979.1726836916148,200.0,0
601,601,3130400,-970.9536510887673,200.0,0
602,602,3135600,-887.5577854175838,200.0,0
603,603,3140800,-992.1890441629962,200.0,0
604,604,3146000,-919.3177699289573,200.0,0
605,605,3151200,-996.1299526804999,200.0,0
606,606,3156400,-1019.6347858221193,200.0,0
607,607,3161600,-983.4758345839092,200.0,0
608,608,3166800,-982.024409146179,200.0,0
609,609,3172000,-957.1440456482171,200.0,0
610,610,3177200,-979.1621287130957,200.0,0
611,611,3182400,-918.4251536987534,200.0,0
