,episode,steps,meanepreward,meaneplen,#parallel_run
612,612,3187600,-954.899500891377,200.0,0
613,613,3192800,-956.9004001620428,200.0,0
614,614,3198000,-968.0407168204779,200.0,0
615,615,3203200,-908.4819601519155,200.0,0
616,616,3208400,-925.5572452302224,200.0,0
617,617,3213600,-966.8927934182551,200.0,0
618,618,3218800,-976.5394352120796,200.0,0
619,619,3224000,-930.5230331538176,200.0,0
620,620,3229200,-898.0062395738126,200.0,0
621,621,3234400,-998.0775622975282,200.0,0
622,622,3239600,-959.7557535094272,200.0,0
623,623,3244800,-998.564292438116,200.0,0
624,624,3250000,-964.4818413490764,200.0,0
625,625,3255200,-924.5795058638165,200.0,0
626,626,3260400,-923.5947005374684,200.0,0
627,627,3265600,-950.4315596709007,200.0,0
628,628,3270800,-950.0913298386417,200.0,0
629,629,3276000,-884.0724146467039,200.0,0
630,630,3281200,-930.6864838552315,200.0,0
631,631,3286400,-959.0605703647541,200.0,0
632,632,3291600,-958.8793023029374,200.0,0
633,633,3296800,-1008.92190719833,200.0,0
634,634,3302000,-978.0011471508985,200.0,0
635,635,3307200,-1003.4732523409114,200.0,0
636,636,3312400,-982.137346773427,200.0,0
637,637,3317600,-995.7052159460808,200.0,0
638,638,3322800,-984.2099190117078,200.0,0
639,639,3328000,-992.9318301912964,200.0,0
640,640,3333200,-929.5226404793931,200.0,0
641,641,3338400,-970.8983342352627,200.0,0
642,642,3343600,-1004.7324038215253,200.0,0
643,643,3348800,-941.6394476602934,200.0,0
644,644,3354000,-1023.1183616597408,200.0,0
645,645,3359200,-942.4300363248453,200.0,0
646,646,3364400,-911.9839231652663,200.0,0
647,647,3369600,-1010.0364577546346,200.0,0
648,648,3374800,-988.9447022587249,200.0,0
649,649,3380000,-952.3326951864942,200.0,0
650,650,3385200,-923.7096527759043,200.0,0
651,651,3390400,-886.970345559294,200.0,0
652,652,3395600,-978.1915699074044,200.0,0
653,653,3400800,-966.4028280610636,200.0,0
654,654,3406000,-953.7929114144669,200.0,0
655,655,3411200,-963.7190649463864,200.0,0
656,656,3416400,-900.8517363382506,200.0,0
657,657,3421600,-1001.4819126130963,200.0,0
658,658,3426800,-980.655018670592,200.0,0
659,659,3432000,-1004.4923418070547,200.0,0
660,660,3437200,-1000.6792209075004,200.0,0
661,661,3442400,-971.2316125338201,200.0,0
662,662,3447600,-969.1072234330853,200.0,0
663,663,3452800,-979.872550484287,200.0,0
664,664,3458000,-930.0783731513657,200.0,0
665,665,3463200,-972.4034715728285,200.0,0
666,666,3468400,-1014.3948118109346,200.0,0
667,667,3473600,-991.5810078279948,200.0,0
668,668,3478800,-986.63698818752,200.0,0
669,669,3484000,-989.7208279207435,200.0,0
670,670,3489200,-997.3715544460481,200.0,0
671,671,3494400,-994.3681548543044,200.0,0
672,672,3499600,-1007.7680575539785,200.0,0
673,673,3504800,-1004.7862891015482,200.0,0
674,674,3510000,-1020.2942296663009,200.0,0
675,675,3515200,-976.6675732910516,200.0,0
676,676,3520400,-1006.8872341902978,200.0,0
677,677,3525600,-955.4964412747536,200.0,0
678,678,3530800,-943.73820957255,200.0,0
679,679,3536000,-978.4625146022422,200.0,0
680,680,3541200,-979.1627371611764,200.0,0
681,681,3546400,-1001.9501476524537,200.0,0
682,682,3551600,-982.9258480045726,200.0,0
683,683,3556800,-1009.3096754079713,200.0,0
684,684,3562000,-966.0408558472726,200.0,0
685,685,3567200,-961.6916590607708,200.0,0
686,686,3572400,-945.3525857057466,200.0,0
687,687,3577600,-1033.9136657868837,200.0,0
688,688,3582800,-963.5144594467882,200.0,0
689,689,3588000,-1000.1778982184576,200.0,0
690,690,3593200,-981.4992988905001,200.0,0
691,691,3598400,-955.9831983216226,200.0,0
692,692,3603600,-913.4728831287367,200.0,0
693,693,3608800,-992.5225961462518,200.0,0
694,694,3614000,-933.8471747555274,200.0,0
695,695,3619200,-1000.509629349203,200.0,0
696,696,3624400,-941.1373867601677,200.0,0
697,697,3629600,-995.9524428974285,200.0,0
698,698,3634800,-994.0153639595118,200.0,0
699,699,3640000,-982.5043397807559,200.0,0
700,700,3645200,-1001.1789748794764,200.0,0
701,701,3650400,-1010.8409234336675,200.0,0
702,702,3655600,-1006.4795626523143,200.0,0
703,703,3660800,-1025.5097069477363,200.0,0
704,704,3666000,-1018.799530345013,200.0,0
705,705,3671200,-1008.660663131009,200.0,0
706,706,3676400,-1008.0835280011912,200.0,0
707,707,3681600,-961.0052702638621,200.0,0
708,708,3686800,-953.418923679127,200.0,0
709,709,3692000,-963.6983813089433,200.0,0
710,710,3697200,-1037.043730928841,200.0,0
711,711,3702400,-939.0834846116121,200.0,0
712,712,3707600,-994.3201309884412,200.0,0
713,713,3712800,-1044.463888684843,200.0,0
714,714,3718000,-1004.3796739837876,200.0,0
715,715,3723200,-1030.6919000673734,200.0,0
716,716,3728400,-1002.2820184968579,200.0,0
717,717,3733600,-1024.9328176394279,200.0,0
718,718,3738800,-1037.49175035141,200.0,0
719,719,3744000,-1019.366959836778,200.0,0
720,720,3749200,-1022.4521945632392,200.0,0
721,721,3754400,-983.8620453891851,200.0,0
722,722,3759600,-963.2897074152825,200.0,0
723,723,3764800,-952.5717427068392,200.0,0
724,724,3770000,-1042.865410146564,200.0,0
725,725,3775200,-981.2699689057871,200.0,0
726,726,3780400,-973.7379487178209,200.0,0
727,727,3785600,-975.6880773180018,200.0,0
728,728,3790800,-1013.5303148083992,200.0,0
729,729,3796000,-980.346317251946,200.0,0
730,730,3801200,-1082.262797358038,200.0,0
731,731,3806400,-1006.2492203453246,200.0,0
732,732,3811600,-1035.7178369631997,200.0,0
733,733,3816800,-1075.023397954124,200.0,0
734,734,3822000,-1017.5299177232536,200.0,0
735,735,3827200,-969.0844473396339,200.0,0
736,736,3832400,-1032.457546761225,200.0,0
737,737,3837600,-1020.6931136615856,200.0,0
738,738,3842800,-1067.338187269843,200.0,0
739,739,3848000,-1009.1730130702623,200.0,0
740,740,3853200,-1056.6318942097105,200.0,0
741,741,3858400,-1013.1548582390201,200.0,0
742,742,3863600,-990.5362428970823,200.0,0
743,743,3868800,-993.5505335336512,200.0,0
744,744,3874000,-990.8565396848602,200.0,0
745,745,3879200,-990.3361701141804,200.0,0
746,746,3884400,-1012.6038177881496,200.0,0
747,747,3889600,-998.1705994739089,200.0,0
748,748,3894800,-955.8878369397937,200.0,0
749,749,3900000,-1012.1187823714597,200.0,0
750,750,3905200,-1037.185104862423,200.0,0
751,751,3910400,-981.5059954193481,200.0,0
752,752,3915600,-996.1754029071307,200.0,0
753,753,3920800,-1014.3536352057565,200.0,0
754,754,3926000,-1046.3428402770423,200.0,0
755,755,3931200,-1002.7620091198626,200.0,0
756,756,3936400,-1003.0588685573729,200.0,0
757,757,3941600,-991.7859775166348,200.0,0
758,758,3946800,-987.33805583995,200.0,0
759,759,3952000,-1019.3199774574333,200.0,0
760,760,3957200,-1024.9083578110772,200.0,0
761,761,3962400,-992.503572069736,200.0,0
762,762,3967600,-978.970160217412,200.0,0
763,763,3972800,-1027.3772486987184,200.0,0
764,764,3978000,-1048.7741524726428,200.0,0
765,765,3983200,-988.1551927036378,200.0,0
766,766,3988400,-1054.8322917352095,200.0,0
767,767,3993600,-1017.5244365255519,200.0,0
768,768,3998800,-963.9487300906574,200.0,0
769,769,4004000,-1018.1858468965659,200.0,0
770,770,4009200,-1013.1693578586007,200.0,0
771,771,4014400,-1051.9404946838865,200.0,0
772,772,4019600,-991.2059625531448,200.0,0
773,773,4024800,-1022.2745555501236,200.0,0
774,774,4030000,-961.8097424281617,200.0,0
775,775,4035200,-1073.03216203173,200.0,0
776,776,4040400,-1039.3457164366168,200.0,0
777,777,4045600,-1081.956492552101,200.0,0
778,778,4050800,-984.3758563819412,200.0,0
779,779,4056000,-1019.2303656213924,200.0,0
780,780,4061200,-996.0964933670566,200.0,0
781,781,4066400,-983.8095251165188,200.0,0
782,782,4071600,-1002.6598651752112,200.0,0
783,783,4076800,-993.6239818912618,200.0,0
784,784,4082000,-1030.5747357900495,200.0,0
785,785,4087200,-1032.1635115267532,200.0,0
786,786,4092400,-1024.3458777248495,200.0,0
787,787,4097600,-1025.0645093528472,200.0,0
788,788,4102800,-1043.019260611049,200.0,0
789,789,4108000,-985.7732243807524,200.0,0
790,790,4113200,-1086.6564561796454,200.0,0
791,791,4118400,-1012.0991950426225,200.0,0
792,792,4123600,-1048.5090424988703,200.0,0
793,793,4128800,-1054.6185911687614,200.0,0
794,794,4134000,-988.2624171626371,200.0,0
795,795,4139200,-1008.4044543765818,200.0,0
796,796,4144400,-956.1458238314233,200.0,0
797,797,4149600,-993.534101246036,200.0,0
798,798,4154800,-1034.7148287210816,200.0,0
799,799,4160000,-993.6450870366187,200.0,0
800,800,4165200,-1091.2011400368813,200.0,0
801,801,4170400,-1068.6978090573216,200.0,0
802,802,4175600,-1018.6144921004659,200.0,0
803,803,4180800,-1009.1723359319429,200.0,0
804,804,4186000,-1109.547025512014,200.0,0
805,805,4191200,-1045.5122047823502,200.0,0
806,806,4196400,-1016.8830520864774,200.0,0
807,807,4201600,-1070.6587635204073,200.0,0
808,808,4206800,-1125.7262023693643,200.0,0
809,809,4212000,-1069.3170210313065,200.0,0
810,810,4217200,-1043.3737954228923,200.0,0
811,811,4222400,-1095.5569779026903,200.0,0
812,812,4227600,-1067.7915826403555,200.0,0
813,813,4232800,-1028.5584139632003,200.0,0
814,814,4238000,-1073.2303201562265,200.0,0
815,815,4243200,-1017.116490598972,200.0,0
816,816,4248400,-1100.7885391364312,200.0,0
817,817,4253600,-1088.0240339706645,200.0,0
818,818,4258800,-1066.096623138434,200.0,0
819,819,4264000,-1050.143526554906,200.0,0
820,820,4269200,-1027.586799085508,200.0,0
821,821,4274400,-1043.172893614033,200.0,0
822,822,4279600,-1059.7140503537596,200.0,0
823,823,4284800,-962.230995685714,200.0,0
824,824,4290000,-1094.1648442825187,200.0,0
825,825,4295200,-1013.466304598111,200.0,0
826,826,4300400,-1078.6328227616714,200.0,0
827,827,4305600,-1052.4672539273236,200.0,0
828,828,4310800,-1016.8838214539652,200.0,0
829,829,4316000,-1065.5376127447203,200.0,0
830,830,4321200,-1028.1764795392387,200.0,0
831,831,4326400,-1075.353709278739,200.0,0
832,832,4331600,-1119.4760947716559,200.0,0
833,833,4336800,-1122.3394538539558,200.0,0
834,834,4342000,-1101.6107943266713,200.0,0
835,835,4347200,-1091.3174393878444,200.0,0
836,836,4352400,-1117.2087668889153,200.0,0
837,837,4357600,-1022.3863217556935,200.0,0
838,838,4362800,-1101.3033952909338,200.0,0
839,839,4368000,-1103.5156027158203,200.0,0
840,840,4373200,-1103.2084280307963,200.0,0
841,841,4378400,-1033.9281128506227,200.0,0
842,842,4383600,-1069.3903846847104,200.0,0
843,843,4388800,-1064.4551718346827,200.0,0
844,844,4394000,-1018.3567744632356,200.0,0
845,845,4399200,-1059.3588829576727,200.0,0
846,846,4404400,-1072.99681437337,200.0,0
847,847,4409600,-1032.0085404299218,200.0,0
848,848,4414800,-1126.44892840869,200.0,0
849,849,4420000,-1103.619698539767,200.0,0
850,850,4425200,-1084.8237013722503,200.0,0
851,851,4430400,-1055.0786441709126,200.0,0
852,852,4435600,-1140.7657537516186,200.0,0
853,853,4440800,-1082.9107321329038,200.0,0
854,854,4446000,-1158.6164445136096,200.0,0
855,855,4451200,-1066.4005637453622,200.0,0
856,856,4456400,-1171.8392771930742,200.0,0
857,857,4461600,-1156.2395789410934,200.0,0
858,858,4466800,-1156.1720981362866,200.0,0
859,859,4472000,-1130.5395162502796,200.0,0
860,860,4477200,-1139.3214947252627,200.0,0
861,861,4482400,-1095.170558655334,200.0,0
862,862,4487600,-1072.1836843932276,200.0,0
863,863,4492800,-1125.2848730663834,200.0,0
864,864,4498000,-1148.660957368143,200.0,0
865,865,4503200,-1171.0706807243548,200.0,0
866,866,4508400,-1041.6696053381866,200.0,0
867,867,4513600,-1148.6637592689945,200.0,0
868,868,4518800,-1172.4607655824393,200.0,0
869,869,4524000,-1154.2677601797795,200.0,0
870,870,4529200,-1083.6867125422696,200.0,0
871,871,4534400,-1096.7112574891273,200.0,0
872,872,4539600,-1185.0415307413716,200.0,0
873,873,4544800,-1127.471295325118,200.0,0
874,874,4550000,-1186.0235043165203,200.0,0
875,875,4555200,-1223.0507625740813,200.0,0
876,876,4560400,-1119.9027282051118,200.0,0
877,877,4565600,-1116.8241308590339,200.0,0
878,878,4570800,-1141.6220222577779,200.0,0
879,879,4576000,-1197.6286120399118,200.0,0
880,880,4581200,-1178.1394956448023,200.0,0
881,881,4586400,-1082.54449053556,200.0,0
882,882,4591600,-1123.7866605078461,200.0,0
883,883,4596800,-1173.743321897588,200.0,0
884,884,4602000,-1178.1972115180483,200.0,0
885,885,4607200,-1202.8843999349249,200.0,0
886,886,4612400,-1145.6037132048427,200.0,0
887,887,4617600,-1103.1396990185062,200.0,0
888,888,4622800,-1113.6865669722413,200.0,0
889,889,4628000,-1086.936314200406,200.0,0
890,890,4633200,-1166.3234751755906,200.0,0
891,891,4638400,-1072.8723910529322,200.0,0
892,892,4643600,-1124.6387682061645,200.0,0
893,893,4648800,-1112.49859355272,200.0,0
894,894,4654000,-1137.635160468162,200.0,0
895,895,4659200,-1110.2552527454664,200.0,0
896,896,4664400,-1109.8304663300044,200.0,0
897,897,4669600,-1176.9661646411087,200.0,0
898,898,4674800,-1081.571318638865,200.0,0
899,899,4680000,-1109.9522617992975,200.0,0
900,900,4685200,-1085.5045615206154,200.0,0
901,901,4690400,-1126.2373116073604,200.0,0
902,902,4695600,-1115.7487077544529,200.0,0
903,903,4700800,-1074.143241258342,200.0,0
904,904,4706000,-1107.417684735808,200.0,0
905,905,4711200,-1163.3848668422552,200.0,0
906,906,4716400,-1072.41994147267,200.0,0
907,907,4721600,-1149.815236613605,200.0,0
908,908,4726800,-1129.8059070546087,200.0,0
909,909,4732000,-1199.5088032802876,200.0,0
910,910,4737200,-1154.2666585021,200.0,0
911,911,4742400,-1065.6842070973264,200.0,0
912,912,4747600,-1174.5073287998164,200.0,0
913,913,4752800,-1210.9605250716263,200.0,0
914,914,4758000,-1218.670871183424,200.0,0
915,915,4763200,-1171.2583817232114,200.0,0
916,916,4768400,-1153.5795538491277,200.0,0
917,917,4773600,-1241.2439786172945,200.0,0
918,918,4778800,-1143.2603125591604,200.0,0
919,919,4784000,-1194.9269238049324,200.0,0
920,920,4789200,-1154.009089611036,200.0,0
921,921,4794400,-1105.861446408914,200.0,0
922,922,4799600,-1141.728597461213,200.0,0
923,923,4804800,-1099.9376816325998,200.0,0
924,924,4810000,-1180.148564820091,200.0,0
925,925,4815200,-1126.0685831969442,200.0,0
926,926,4820400,-1153.2940336456052,200.0,0
927,927,4825600,-1163.7399592140857,200.0,0
928,928,4830800,-1218.7881613118664,200.0,0
929,929,4836000,-1173.7397544786793,200.0,0
930,930,4841200,-1142.7321095057332,200.0,0
931,931,4846400,-1156.040524049065,200.0,0
932,932,4851600,-1093.5501786486689,200.0,0
933,933,4856800,-1164.4594482614195,200.0,0
934,934,4862000,-1240.5345907162853,200.0,0
935,935,4867200,-1181.5921901155932,200.0,0
936,936,4872400,-1202.8427664797782,200.0,0
937,937,4877600,-1157.126896782735,200.0,0
938,938,4882800,-1134.402044633908,200.0,0
939,939,4888000,-1059.276541582792,200.0,0
940,940,4893200,-1247.4409197917491,200.0,0
941,941,4898400,-1090.9083663913937,200.0,0
942,942,4903600,-1143.5302903701063,200.0,0
943,943,4908800,-1205.9212214342165,200.0,0
944,944,4914000,-1177.1365818518107,200.0,0
945,945,4919200,-1166.363785953853,200.0,0
946,946,4924400,-1163.0690165002918,200.0,0
947,947,4929600,-1144.218859332051,200.0,0
948,948,4934800,-1169.826699830142,200.0,0
949,949,4940000,-1172.338553080332,200.0,0
950,950,4945200,-1200.2054209232433,200.0,0
951,951,4950400,-1121.374836366308,200.0,0
952,952,4955600,-1191.4676110116875,200.0,0
953,953,4960800,-1175.5377574349745,200.0,0
954,954,4966000,-1134.5521529001524,200.0,0
955,955,4971200,-1258.1683199652275,200.0,0
956,956,4976400,-1139.6216711824154,200.0,0
957,957,4981600,-1236.0511363634976,200.0,0
958,958,4986800,-1176.3945512546602,200.0,0
959,959,4992000,-1256.996485814259,200.0,0
960,960,4997200,-1200.173682466441,200.0,0
961,961,5002400,-1204.5032136974621,200.0,0
962,962,5007600,-1193.1825882993828,200.0,0
963,963,5012800,-1265.0501533626666,200.0,0
964,964,5018000,-1257.3994825521788,200.0,0
965,965,5023200,-1161.611693790831,200.0,0
966,966,5028400,-1181.6419018405925,200.0,0
967,967,5033600,-1184.9074192019436,200.0,0
968,968,5038800,-1199.0252984018985,200.0,0
969,969,5044000,-1155.0399194148556,200.0,0
970,970,5049200,-1212.725159277564,200.0,0
971,971,5054400,-1179.2680074427064,200.0,0
972,972,5059600,-1184.4926963672087,200.0,0
973,973,5064800,-1222.335154164533,200.0,0
974,974,5070000,-1241.0513040575001,200.0,0
975,975,5075200,-1242.7403789196426,200.0,0
976,976,5080400,-1253.5634658868623,200.0,0
977,977,5085600,-1196.0721363627154,200.0,0
978,978,5090800,-1252.3737705668436,200.0,0
979,979,5096000,-1261.7102125636825,200.0,0
980,980,5101200,-1176.7050021881585,200.0,0
981,981,5106400,-1252.2033298403096,200.0,0
982,982,5111600,-1272.115361050387,200.0,0
983,983,5116800,-1219.9099328756874,200.0,0
984,984,5122000,-1163.587254989841,200.0,0
985,985,5127200,-1220.928851988655,200.0,0
986,986,5132400,-1225.2909063474112,200.0,0
987,987,5137600,-1203.3124803882968,200.0,0
988,988,5142800,-1163.0728072992206,200.0,0
989,989,5148000,-1267.9567560957225,200.0,0
990,990,5153200,-1208.2807805692958,200.0,0
991,991,5158400,-1306.82155890169,200.0,0
992,992,5163600,-1202.2502441056115,200.0,0
993,993,5168800,-1139.1533214227654,200.0,0
994,994,5174000,-1132.7646912405905,200.0,0
995,995,5179200,-1223.160823239102,200.0,0
996,996,5184400,-1182.0626480405465,200.0,0
997,997,5189600,-1163.7672511298167,200.0,0
998,998,5194800,-1285.7664608219986,200.0,0
999,999,5200000,-1213.541915702204,200.0,0
